step,variable,ground_truth,prediction,candidate_start,candidate_rollout_nrmse,selection_rule
40,gain,0.0,-0.014841526746749878,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
40,shift,47.82172775268555,47.2399787902832,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
40,fatigue,71.05681610107422,69.34233093261719,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
40,consumption,76.33745574951172,80.13832092285156,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
41,setpoint,70.0,69.9999771118164,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
41,velocity,60.79352951049805,60.38504409790039,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
41,gain,0.0,-0.012277483940124512,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
41,shift,44.970176696777344,44.47877502441406,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
41,fatigue,69.17133331298828,70.05315399169922,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
41,consumption,77.7384033203125,82.27667999267578,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
42,setpoint,70.0,69.99994659423828,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
42,velocity,60.18275833129883,59.71666717529297,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
42,gain,0.0,0.0013132095336914062,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
42,shift,47.321563720703125,46.81300354003906,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
42,fatigue,69.60922241210938,70.66996765136719,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
42,consumption,77.81916809082031,81.04413604736328,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
43,setpoint,70.0,69.99993133544922,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
43,velocity,59.85088348388672,59.32931137084961,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
43,gain,0.0,0.0059149861335754395,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
43,shift,51.34986114501953,50.78599166870117,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
43,fatigue,67.89264678955078,71.01847076416016,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
43,consumption,79.72399139404297,79.59703063964844,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
44,setpoint,70.0,69.99992370605469,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
44,velocity,59.435794830322266,58.85015106201172,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
44,gain,0.0,0.003328472375869751,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
44,shift,55.81441879272461,55.15617370605469,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
44,fatigue,73.77809143066406,71.4428482055664,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
44,consumption,77.1755142211914,77.46144104003906,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
45,setpoint,70.0,69.99992370605469,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
45,velocity,58.83053970336914,58.199398040771484,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
45,gain,0.0,-0.011986136436462402,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
45,shift,56.05278778076172,55.306724548339844,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
45,fatigue,73.17345428466797,72.01835632324219,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
45,consumption,76.45349884033203,77.67910766601562,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
46,setpoint,70.0,69.99993896484375,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
46,velocity,57.995094299316406,57.390380859375,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
46,gain,0.0,-0.0011523067951202393,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
46,shift,51.260963439941406,50.52285385131836,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
46,fatigue,73.49866485595703,72.80400848388672,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
46,consumption,75.40552520751953,79.8526611328125,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
47,setpoint,70.0,69.99993896484375,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
47,velocity,57.23430633544922,56.69900894165039,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
47,gain,0.0,0.003676176071166992,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
47,shift,46.16641616821289,45.60215759277344,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
47,fatigue,73.64273071289062,73.42342376708984,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
47,consumption,77.46125793457031,80.93617248535156,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
48,setpoint,70.0,69.99994659423828,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
48,velocity,57.33262634277344,56.941123962402344,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
48,gain,0.0,-0.006105005741119385,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
48,shift,42.972740173339844,42.490577697753906,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
48,fatigue,74.25865173339844,73.16960144042969,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
48,consumption,78.36344146728516,80.88397979736328,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
49,setpoint,70.0,69.99993133544922,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
49,velocity,58.19610595703125,57.849700927734375,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
49,gain,0.0,-0.004341393709182739,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
49,shift,47.14058303833008,46.44263458251953,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
49,fatigue,71.11113739013672,72.27546691894531,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
49,consumption,78.54805755615234,76.660400390625,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
50,setpoint,70.0,69.99993133544922,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
50,velocity,59.107933044433594,58.78941345214844,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
50,gain,0.0,-0.012219607830047607,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
50,shift,52.5881462097168,51.78169250488281,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
50,fatigue,69.83036041259766,71.51534271240234,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
50,consumption,71.93367004394531,73.18795013427734,429950,0.12340383976697922,closest to median H50 rollout NRMSE among 101 deterministic starts
